"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000039013",61.2578396448215,2.53595267252867,0.152237078346819,16.6579173751048,2.65095850942157e-62,1.23389495001624e-59
"ENSMUSG00000029771",203.447390843301,1.15316001628069,0.0692931596255514,16.6417583281261,3.47269320361683e-62,1.57878324273268e-59
"ENSMUSG00000021665",6927.85850337349,1.34956374731354,0.0812794868281604,16.6039895178812,6.52090093954371e-62,2.89720664698046e-59
"ENSMUSG00000015852",1815.02596911419,1.5281006498925,0.0922805599864665,16.5592910372088,1.37201159893652e-61,5.96032327724667e-59
"ENSMUSG00000058715",506.23204596606,1.68270618437606,0.101629208604937,16.557308744942,1.41796143543981e-61,6.02602784813323e-59
"ENSMUSG00000036896",2701.48822338438,1.58143003521621,0.095687386184326,16.5270481123797,2.34342417989352e-61,9.74714878568901e-59
"ENSMUSG00000045502",36.748898986559,5.05599501452984,0.306326868736968,16.5052286643234,3.36456200876404e-61,1.370287973111e-58
"ENSMUSG00000022876",102.857683191043,1.96146573643506,0.119325106959549,16.4379968844276,1.02242849818424e-60,4.07907239000077e-58
"ENSMUSG00000029925",166.637449899794,1.9129826248449,0.116386999232756,16.4363944208169,1.04981868402926e-60,4.10458109081758e-58
"ENSMUSG00000022831",242.089060221797,1.24028082803183,0.0755844110569502,16.4092146871042,1.64317093310986e-60,6.29849971987542e-58
"ENSMUSG00000024334",40.5298265960259,2.22690345169461,0.135760360232324,16.4031934497209,1.81444176361455e-60,6.82125423786553e-58
"ENSMUSG00000059498",991.438913809348,1.4105709767124,0.0860539619569412,16.3917028877555,2.19216443314315e-60,8.08577783085196e-58
"ENSMUSG00000031995",112.395094078982,2.1270757369177,0.129933618437479,16.3704802690552,3.10752042415883e-60,1.12497994022002e-57
"ENSMUSG00000016256",2374.96052342873,1.51094235964589,0.0936647935100302,16.1313798175841,1.5355115089767e-58,5.45776627072465e-56
"ENSMUSG00000032122",202.658907607344,1.43671398688804,0.0890717584647455,16.1298486933621,1.57405601141518e-58,5.49486088699201e-56
"ENSMUSG00000056737",157.705752631458,2.32648047906609,0.144930881458487,16.0523447843134,5.50446018749941e-58,1.88783670535835e-55
"ENSMUSG00000022488",664.869689708027,1.06432457285964,0.0663886863932512,16.0317161052886,7.67340698920306e-58,2.58633505572294e-55
"ENSMUSG00000064267",230.675409116334,1.81402928912281,0.113569134646021,15.9729075578227,1.97367085059619e-57,6.53954092513644e-55
"ENSMUSG00000036887",3401.9359951578,1.70604894276283,0.10725022633302,15.9071826801132,5.64993548739961e-57,1.84084314738625e-54
"ENSMUSG00000005142",2404.78627037018,0.882967709038473,0.0555352266818891,15.8992366069953,6.41415951298118e-57,2.05558039867654e-54
"ENSMUSG00000020120",1084.78756525736,1.54056689391499,0.0972252931223046,15.8453304118819,1.51423005823881e-56,4.7744650658888e-54
"ENSMUSG00000026656",527.462920566803,1.82885666202693,0.115480212113734,15.8369700622452,1.72956215822657e-56,5.36685883034464e-54
"ENSMUSG00000015355",68.3271114579514,2.25186915439495,0.143072831351657,15.7393205482885,8.13120682676253e-56,2.48370253525595e-53
